ID ligne,ID commande,Date de commande,Date d'expédition,Statut commande,ID client,Nom du client,Segment,Ville,Région,Pays,Zone géographique,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
222,FR-20250202-6577,2025-02-02,2025-02-05,Premium,HV-18114,Claude Blanc du Camus,Entreprise,Giraud,Pays-de-Loire,France,Nord,MOB-PA-53235301,Mobilier,Papier,Adresser quartier,322.42,1,0.0,-56.86
223,FR-20250201-7955,2025-02-01,2025-02-03,Premium,sM-14047,Arnaude de la Bigot,Petite et moyenne entreprise,Loiseau-sur-Chauvin,Nouvelle-Calédonie,France,Nord,MOB-ME-72665966,Mobilier,Meubles,Comment front,434.26,4,0.1,-171.81
224,FR-20240709-6230,2024-07-09,2024-07-15,Premium,wh-14370,Denis Becker-Meyer,Grand public,Sainte Susan,Lorraine,France,Nord,MOB-ME-41963752,Mobilier,Meubles,Distinguer frère,506.47,8,0.1,140.05
225,FR-20250324-4186,2025-03-24,2025-03-29,Silver,yo-17334,Sébastien Hebert,Grand public,Grenier,Alsace,France,Nord,MOB-AR-64022644,Mobilier,Art,Voici ferme,161.82,4,0.0,14.39
226,FR-20250906-3450,2025-09-06,2025-09-13,Premium,LT-19936,William Antoine,Grand public,David,Centre,France,Nord,FOU-BI-64392671,Fournitures de bureau,Bibliothèques,Complètement fauteuil,525.32,5,0.0,196.96
227,FR-20250126-3788,2025-01-26,2025-01-30,Silver,zB-18923,Olivie-Caroline Lucas,Grand public,PintoVille,Pays-de-Loire,France,Nord,MOB-BI-45039931,Mobilier,Bibliothèques,Nous victime,268.47,2,0.0,96.32
228,FR-20250416-8693,2025-04-16,2025-04-20,Silver,Jz-18082,Jean Weber de Bernier,Petite et moyenne entreprise,Merle-la-Forêt,Picardie,France,Centre,MOB-ME-55010906,Mobilier,Meubles,Abattre français,530.36,6,0.4,-134.32
229,FR-20250212-5874,2025-02-12,2025-02-15,Silver,bh-13156,Maryse Schmitt,Petite et moyenne entreprise,Sainte Thomas,Picardie,France,Centre,FOU-AR-76727370,Fournitures de bureau,Art,Droit coeur,907.34,8,0.1,-279.08
230,FR-20250306-2666,2025-03-06,2025-03-12,Premium,MM-11047,Madeleine de Sanchez,Entreprise,Saint Marieboeuf,Réunion,France,Centre,MOB-ME-11761744,Mobilier,Meubles,Disparaître juste,798.84,7,0.1,-116.55
231,FR-20240921-1710,2024-09-21,2024-09-24,Silver,pN-17306,Lucie Bonneau,Entreprise,Ferrand,Lorraine,France,Centre,MOB-ME-65001580,Mobilier,Meubles,Voisin demeurer,511.93,9,0.4,129.28
232,FR-20250712-7042,2025-07-12,2025-07-15,Normal,kK-14625,Thibault Pires,Entreprise,Hoarau,Saint-Pierre-et-Miquelon,France,Nord,FOU-PA-21499949,Fournitures de bureau,Papier,Sérieux nombre,300.6,6,0.4,-4.95
233,FR-20240614-9154,2024-06-14,2024-06-16,Silver,HE-17032,Suzanne Lefebvre,Petite et moyenne entreprise,Sainte Jeannine,Centre,France,Centre,FOU-BI-44831321,Fournitures de bureau,Bibliothèques,Important en,707.82,9,0.1,-311.12
234,FR-20250110-1844,2025-01-10,2025-01-14,Premium,nf-17008,Benjamin Morvan,Entreprise,Ramos,Guadeloupe,France,Centre,MOB-BI-75165547,Mobilier,Bibliothèques,Frapper ouvert,178.5,7,0.4,43.26
235,FR-20240927-7567,2024-09-27,2024-10-01,Silver,Xy-10506,Margaud Colas,Grand public,Sainte Bertrandnec,Haute-Normandie,France,Nord,MOB-ST-33494482,Mobilier,Stockage,Tache larme,126.24,5,0.4,-12.22
236,FR-20241021-4330,2024-10-21,2024-10-23,Silver,uR-11599,Valentine Rivière,Entreprise,Blondel,Martinique,France,Nord,MOB-ST-46864862,Mobilier,Stockage,Secours pleurer,800.89,8,0.4,115.81
237,FR-20240124-7282,2024-01-24,2024-01-31,Silver,Dq-16125,Margot Dijoux,Entreprise,Leconteboeuf,Bretagne,France,Nord,MOB-BI-48602720,Mobilier,Bibliothèques,Autre façon,941.51,9,0.1,-247.77
238,FR-20241116-2365,2024-11-16,2024-11-21,Normal,Rc-17589,Stéphanie Le Hebert,Entreprise,Étienne-sur-Lamy,Wallis-et-Futuna,France,Nord,FOU-ST-53370629,Fournitures de bureau,Stockage,Instant retour,291.45,8,0.0,90.39
239,FR-20240105-2122,2024-01-05,2024-01-09,Silver,tD-16681,Jérôme de Michel,Petite et moyenne entreprise,Briand-sur-Berger,Basse-Normandie,France,Centre,MOB-AR-83283231,Mobilier,Art,Quand ouvrir,399.79,5,0.1,-97.44
240,FR-20241015-1129,2024-10-15,2024-10-18,Silver,gZ-18879,Margot-Célina Barre,Grand public,Delattre,Centre,France,Nord,MOB-BI-72394609,Mobilier,Bibliothèques,Paysan porte,448.41,4,0.1,29.47
241,FR-20250813-6490,2025-08-13,2025-08-19,Silver,bI-11429,Philippe-Thibaut Lenoir,Petite et moyenne entreprise,Da CostaVille,Saint-Barthélémy,France,Centre,FOU-ME-71884652,Fournitures de bureau,Meubles,Goût paupière,109.46,10,0.1,-17.85
242,FR-20240707-9132,2024-07-07,2024-07-14,Normal,RZ-15542,Julien-Olivier Navarro,Grand public,TurpinVille,Île-de-France,France,Centre,MOB-PA-32600756,Mobilier,Papier,Parler pied,832.38,1,0.4,162.56
243,FR-20251120-3987,2025-11-20,2025-11-22,Silver,IR-15756,Olivie-Simone Guillon,Petite et moyenne entreprise,Sainte Emmanuelboeuf,Martinique,France,Nord,MOB-AR-32709073,Mobilier,Art,Empêcher foule,792.1,7,0.4,-229.07
244,FR-20250514-3034,2025-05-14,2025-05-16,Silver,Tl-11001,Émilie du Gilles,Grand public,Menard,Saint-Barthélémy,France,Centre,MOB-PA-66136388,Mobilier,Papier,Lorsque déclarer,605.26,5,0.0,160.73
245,FR-20250129-4548,2025-01-29,2025-02-04,Premium,CR-16765,Jules Dijoux,Entreprise,Mace,Midi-Pyrénées,France,Nord,MOB-AR-77522275,Mobilier,Art,Journal marier,729.46,3,0.0,124.38
246,FR-20251029-1996,2025-10-29,2025-11-01,Normal,Sy-14365,Honoré Gallet du Fabre,Petite et moyenne entreprise,Baillydan,Pays-de-Loire,France,Centre,FOU-PA-39893421,Fournitures de bureau,Papier,Apparaître auprès,284.63,10,0.1,62.4
247,FR-20240930-5450,2024-09-30,2024-10-04,Premium,fH-16818,Guillaume de Pruvost,Petite et moyenne entreprise,Delaunay-les-Bains,Haute-Normandie,France,Nord,MOB-ME-71080035,Mobilier,Meubles,Douter sembler,797.53,9,0.4,-5.74
248,FR-20240827-3161,2024-08-27,2024-09-03,Normal,Qd-12973,Eugène Arnaud,Petite et moyenne entreprise,Charles,Réunion,France,Centre,FOU-PA-49965804,Fournitures de bureau,Papier,Pensée complet,141.16,6,0.0,43.51
249,FR-20240121-2102,2024-01-21,2024-01-25,Normal,HB-10057,Julien Breton,Entreprise,Sainte Manonnec,Saint-Pierre-et-Miquelon,France,Centre,MOB-PA-29296147,Mobilier,Papier,Couleur oeuvre,902.88,5,0.4,254.11
250,FR-20240417-2225,2024-04-17,2024-04-19,Silver,mh-15948,Élodie Peltier,Entreprise,Faure,Bretagne,France,Centre,MOB-BI-93478646,Mobilier,Bibliothèques,Tirer double,238.61,4,0.0,40.84
251,FR-20231220-5668,2023-12-20,2023-12-22,Normal,Jx-19540,Alex Humbert,Entreprise,Cousin-la-Forêt,Picardie,France,Centre,MOB-ST-17004007,Mobilier,Stockage,Front jusque,599.83,10,0.4,-48.34
252,FR-20250715-5557,2025-07-15,2025-07-21,Silver,zi-12602,Franck Dos Santos-Lefèvre,Entreprise,Legrandnec,Mayotte,France,Nord,MOB-PA-88452397,Mobilier,Papier,Promener fête,177.96,4,0.4,-41.87
253,FR-20250909-2912,2025-09-09,2025-09-11,Normal,mm-15713,Véronique Tessier,Entreprise,Gomez,Limousin,France,Nord,MOB-AR-64226490,Mobilier,Art,Aller dame,524.81,1,0.0,-48.67
254,FR-20250623-1297,2025-06-23,2025-06-26,Premium,Eo-12051,Denis Le Pinto,Grand public,Pelletier,Franche-Comté,France,Centre,MOB-BI-57020459,Mobilier,Bibliothèques,Oiseau riche,882.38,7,0.0,88.31
255,FR-20250531-4493,2025-05-31,2025-06-02,Silver,fl-17467,Théophile Gomez,Entreprise,Pinto,Auvergne,France,Centre,FOU-ST-23776397,Fournitures de bureau,Stockage,En désormais,298.72,9,0.4,-61.49
256,FR-20240909-3095,2024-09-09,2024-09-11,Normal,Ws-11792,Valérie Nguyen,Grand public,Faure,Limousin,France,Nord,FOU-ME-89984597,Fournitures de bureau,Meubles,Chanter je,303.0,6,0.0,-38.35
257,FR-20240127-1747,2024-01-27,2024-02-02,Premium,nu-18236,Thomas Delmas,Entreprise,LedouxVille,Alsace,France,Centre,FOU-ME-89201416,Fournitures de bureau,Meubles,Oncle cent,318.11,7,0.4,-58.78
258,FR-20250125-4913,2025-01-25,2025-01-27,Normal,Ld-14169,Henriette Duhamel-Morel,Petite et moyenne entreprise,Milletboeuf,Auvergne,France,Centre,MOB-PA-28214887,Mobilier,Papier,Volonté seigneur,732.23,9,0.4,-95.17
259,FR-20240413-3377,2024-04-13,2024-04-20,Silver,Qd-19035,Alain-Arthur Fontaine,Petite et moyenne entreprise,Camus-les-Bains,Martinique,France,Nord,MOB-ST-76751778,Mobilier,Stockage,Cours entendre,505.93,5,0.1,-68.55
260,FR-20241205-2829,2024-12-05,2024-12-12,Normal,fE-10729,Zoé-Maggie Mathieu,Petite et moyenne entreprise,Grondin-sur-Lesage,Corse,France,Centre,MOB-AR-67324352,Mobilier,Art,Marcher art,625.69,3,0.0,21.4
261,FR-20241127-6615,2024-11-27,2024-11-29,Silver,uz-14582,Hugues Moreau,Grand public,Payet-sur-Mer,Guyane,France,Centre,FOU-BI-84883542,Fournitures de bureau,Bibliothèques,Casser courir,406.33,3,0.4,-27.88
262,FR-20250611-6517,2025-06-11,2025-06-13,Premium,by-18677,Léon Delahaye,Entreprise,Guibert,Guadeloupe,France,Nord,FOU-ME-63707128,Fournitures de bureau,Meubles,Établir on,20.38,4,0.4,-6.0
263,FR-20240902-7433,2024-09-02,2024-09-06,Premium,sb-17300,Julien Guibert,Petite et moyenne entreprise,Bertin,Poitou-Charentes,France,Centre,FOU-PA-80972527,Fournitures de bureau,Papier,Raconter comment,419.04,9,0.4,-70.46
264,FR-20240505-7122,2024-05-05,2024-05-07,Normal,sh-17739,Thomas Blot du Lemoine,Grand public,Hervé,Haute-Normandie,France,Nord,FOU-AR-41569869,Fournitures de bureau,Art,Remplir déposer,258.44,1,0.4,69.54
265,FR-20231230-1858,2023-12-30,2024-01-02,Premium,sD-13855,Nicolas Renard,Entreprise,Perrot,Basse-Normandie,France,Centre,FOU-PA-73289228,Fournitures de bureau,Papier,Cri souffrance,805.29,9,0.0,-91.31
266,FR-20251103-4241,2025-11-03,2025-11-06,Silver,HZ-10285,Adrienne Pineau Le Benard,Grand public,Rémy-la-Forêt,Réunion,France,Centre,FOU-PA-23259092,Fournitures de bureau,Papier,Dent minute,547.8,10,0.0,12.77
267,FR-20250514-1790,2025-05-14,2025-05-21,Premium,Wd-16180,Aurore Delmas,Grand public,Picard-sur-Hamon,Centre,France,Nord,MOB-BI-42685065,Mobilier,Bibliothèques,Mener lutte,805.97,5,0.4,63.94
268,FR-20240415-5938,2024-04-15,2024-04-18,Normal,pW-17945,Virginie Thomas,Entreprise,Laurentnec,Polynésie française,France,Centre,MOB-BI-90510590,Mobilier,Bibliothèques,Maintenant écouter,391.79,9,0.0,86.1
269,FR-20240328-6206,2024-03-28,2024-04-03,Normal,OJ-19932,Élise Toussaint Le Denis,Grand public,DupuyBourg,Limousin,France,Centre,MOB-BI-55411922,Mobilier,Bibliothèques,Vérité énorme,246.59,4,0.4,53.93
270,FR-20240616-7982,2024-06-16,2024-06-20,Premium,eB-12878,Luc Dumont,Entreprise,Torres,Saint-Martin,France,Centre,MOB-ME-88743889,Mobilier,Meubles,Présent dernier,479.58,5,0.0,12.65
271,FR-20241206-8372,2024-12-06,2024-12-13,Silver,wz-19761,Alex Cousin,Grand public,Sainte Jérôme,Auvergne,France,Centre,FOU-ME-16248537,Fournitures de bureau,Meubles,Seuil gros,679.93,3,0.1,-222.83
272,FR-20250130-9578,2025-01-30,2025-02-02,Premium,MF-12486,Christelle Lefebvre,Entreprise,Monnier,Guyane,France,Centre,MOB-PA-54783508,Mobilier,Papier,Boire gens,119.13,4,0.4,-29.11
273,FR-20240904-8483,2024-09-04,2024-09-08,Silver,os-10172,Nicolas Pierre,Grand public,Joly-sur-Lacombe,Martinique,France,Nord,FOU-BI-71980537,Fournitures de bureau,Bibliothèques,Or risquer,737.42,6,0.4,113.04
274,FR-20241029-8597,2024-10-29,2024-11-01,Premium,fC-10587,Gilbert Blanchet,Entreprise,Roger,Réunion,France,Nord,MOB-BI-50227075,Mobilier,Bibliothèques,Arbre tard,299.91,4,0.4,83.48
275,FR-20240421-4715,2024-04-21,2024-04-24,Silver,IN-19010,Bernadette Guibert du Bouchet,Petite et moyenne entreprise,Allain,Mayotte,France,Nord,FOU-ST-52317224,Fournitures de bureau,Stockage,Jeunesse entendre,594.0,1,0.4,-173.07
276,FR-20240604-6474,2024-06-04,2024-06-06,Normal,Ng-16902,Juliette Devaux,Grand public,Lecoq,Poitou-Charentes,France,Nord,MOB-AR-82092500,Mobilier,Art,Parfois quelqu'un,998.88,3,0.4,294.95
277,FR-20250202-7935,2025-02-02,2025-02-04,Silver,Qf-18094,Christophe-Grégoire Lopes,Grand public,Saint Célina,Corse,France,Nord,FOU-ME-54573039,Fournitures de bureau,Meubles,Compagnon deux,159.88,9,0.0,-47.7
278,FR-20250107-2161,2025-01-07,2025-01-09,Silver,Da-11813,Nicole Bourgeois de Petitjean,Grand public,Imbert-sur-Hubert,Alsace,France,Centre,MOB-PA-78164284,Mobilier,Papier,Port hiver,791.63,1,0.4,7.61
279,FR-20250522-4310,2025-05-22,2025-05-26,Silver,fE-14737,Marcelle Renard,Grand public,Dupré,Limousin,France,Centre,FOU-PA-54933321,Fournitures de bureau,Papier,Glace faire,441.62,7,0.1,7.38
280,FR-20240501-4486,2024-05-01,2024-05-08,Silver,jR-16520,Geneviève Leclercq,Grand public,Marion,Guyane,France,Centre,MOB-ME-14432693,Mobilier,Meubles,Proposer présenter,913.71,9,0.1,96.79
281,FR-20250908-8706,2025-09-08,2025-09-14,Normal,Fi-11112,Joseph Blanc,Petite et moyenne entreprise,Sainte Margot-sur-Mer,Picardie,France,Nord,FOU-ST-63439672,Fournitures de bureau,Stockage,Suffire chasser,639.36,7,0.4,-129.59
282,FR-20240323-4684,2024-03-23,2024-03-26,Silver,op-16405,Margot de Jacques,Grand public,MaheVille,Aquitaine,France,Centre,MOB-ME-71282558,Mobilier,Meubles,Partie noir,639.39,9,0.4,-179.12
283,FR-20241124-5305,2024-11-24,2024-11-28,Premium,LC-10872,Monique Bouvier,Entreprise,Michaudboeuf,Mayotte,France,Centre,MOB-ST-84120312,Mobilier,Stockage,Au honte,33.87,7,0.4,-7.22
284,FR-20240428-4741,2024-04-28,2024-04-30,Normal,lQ-18256,Henri Rey,Petite et moyenne entreprise,Sainte LaureBourg,Guadeloupe,France,Centre,MOB-ST-41604096,Mobilier,Stockage,En mériter,546.73,8,0.0,-94.4
285,FR-20240719-9601,2024-07-19,2024-07-23,Silver,GR-16119,Arnaude Diaz,Grand public,Sainte Jeannine,Languedoc-Roussillon,France,Centre,MOB-PA-75316123,Mobilier,Papier,Extraordinaire vous,244.07,2,0.1,-8.01
286,FR-20241222-4150,2024-12-22,2024-12-29,Normal,tJ-13767,William Simon,Grand public,Gautier,Mayotte,France,Nord,FOU-ST-77388918,Fournitures de bureau,Stockage,Geste poète,382.31,3,0.0,75.9
287,FR-20250531-6742,2025-05-31,2025-06-06,Premium,PL-13475,Noël Lévy Le Charrier,Entreprise,Sainte Manondan,Polynésie française,France,Centre,MOB-ME-29237888,Mobilier,Meubles,Charger métier,740.42,10,0.1,-228.79
288,FR-20251112-1081,2025-11-12,2025-11-15,Premium,QH-15686,Benjamin Berthelot,Petite et moyenne entreprise,Olivier-sur-Mer,Nord-Pas-de-Calais,France,Nord,MOB-AR-66652097,Mobilier,Art,Enfin se,130.68,10,0.1,38.48
289,FR-20250305-5345,2025-03-05,2025-03-12,Premium,Fp-11037,Guy Dijoux,Entreprise,Saint Susanboeuf,Auvergne,France,Nord,MOB-BI-95477553,Mobilier,Bibliothèques,Mince envelopper,30.41,8,0.4,3.1
290,FR-20241217-8485,2024-12-17,2024-12-21,Silver,KI-11548,Antoine de Masse,Petite et moyenne entreprise,Bousquetnec,Centre,France,Centre,FOU-ST-67517933,Fournitures de bureau,Stockage,Palais fauteuil,584.92,9,0.4,131.59
291,FR-20250105-9118,2025-01-05,2025-01-10,Normal,Cg-10362,Marc Simon,Petite et moyenne entreprise,Saint Christelle,Province-Alpes-Côte d'Azur,France,Centre,FOU-ST-94777250,Fournitures de bureau,Stockage,Circonstance également,483.97,10,0.4,99.33
292,FR-20240604-2887,2024-06-04,2024-06-10,Silver,Ov-11873,Denise Menard,Petite et moyenne entreprise,Ribeiro-sur-Gomes,Lorraine,France,Nord,FOU-PA-63891215,Fournitures de bureau,Papier,Froid gens,271.7,6,0.1,-32.62
293,FR-20240916-3328,2024-09-16,2024-09-23,Normal,Nt-10973,François Navarro,Grand public,Hernandeznec,Réunion,France,Nord,MOB-BI-94654284,Mobilier,Bibliothèques,Étaler clair,648.77,7,0.4,-179.01
294,FR-20241217-5742,2024-12-17,2024-12-22,Silver,yP-11982,Thierry Diaz,Petite et moyenne entreprise,Lamy,Corse,France,Centre,FOU-PA-26945116,Fournitures de bureau,Papier,Briller tâche,896.9,7,0.4,229.9
295,FR-20240815-9755,2024-08-15,2024-08-22,Premium,Ev-12755,Adèle de la Boulanger,Petite et moyenne entreprise,Saint Maggie,Picardie,France,Nord,FOU-PA-48942951,Fournitures de bureau,Papier,Rue frapper,314.69,4,0.1,13.98
296,FR-20240730-9255,2024-07-30,2024-08-05,Silver,kZ-19226,Audrey Bouvier,Grand public,Faure,Île-de-France,France,Centre,MOB-PA-17961810,Mobilier,Papier,Décider troubler,184.13,8,0.0,-60.33
297,FR-20240303-6555,2024-03-03,2024-03-06,Premium,bc-17381,Victor Sauvage-Sauvage,Petite et moyenne entreprise,Thibault,Saint-Martin,France,Centre,MOB-ST-18969407,Mobilier,Stockage,Forcer tombe,196.45,9,0.4,-55.48
298,FR-20250308-1359,2025-03-08,2025-03-13,Normal,Iy-11257,Matthieu Laurent-Marchal,Grand public,Normand-sur-Bruneau,Lorraine,France,Centre,MOB-AR-95427564,Mobilier,Art,Fuir noir,461.47,2,0.4,84.24
299,FR-20240202-3853,2024-02-02,2024-02-06,Premium,dT-10474,Guillaume Potier,Petite et moyenne entreprise,Dias,Pays-de-Loire,France,Centre,MOB-BI-70589693,Mobilier,Bibliothèques,Soi membre,376.03,1,0.1,127.24
300,FR-20240110-7760,2024-01-10,2024-01-17,Premium,QK-16351,Paul Blanc,Entreprise,Sainte Brigittedan,Centre,France,Nord,MOB-AR-41474122,Mobilier,Art,Retour personne,985.8,1,0.4,254.34
301,FR-20240319-8281,2024-03-19,2024-03-21,Premium,yS-19145,Lucas Coulon,Grand public,Sainte Matthieu,Saint-Pierre-et-Miquelon,France,Nord,FOU-AR-22847608,Fournitures de bureau,Art,Reculer créer,357.87,2,0.1,-149.86
302,FR-20250217-7950,2025-02-17,2025-02-22,Normal,Wc-12513,Amélie Rivière,Grand public,Picardboeuf,Province-Alpes-Côte d'Azur,France,Nord,FOU-BI-68724972,Fournitures de bureau,Bibliothèques,Trois combat,718.58,3,0.4,-128.38
303,FR-20240423-8093,2024-04-23,2024-04-25,Premium,gL-17293,Auguste Roy-Blot,Petite et moyenne entreprise,VincentVille,Aquitaine,France,Nord,FOU-ST-59074101,Fournitures de bureau,Stockage,Quoi fait,622.26,7,0.0,39.08
304,FR-20250817-7392,2025-08-17,2025-08-23,Premium,VT-18850,Gérard Ramos,Entreprise,BrunelVille,Haute-Normandie,France,Centre,MOB-ME-50910202,Mobilier,Meubles,Épaule vouloir,214.4,7,0.1,-79.21
305,FR-20240421-8801,2024-04-21,2024-04-24,Silver,lB-14612,Eugène Regnier,Grand public,NoëlVille,Basse-Normandie,France,Centre,MOB-ST-37823224,Mobilier,Stockage,Tomber vingt,201.49,4,0.0,-12.21
306,FR-20241212-8814,2024-12-12,2024-12-14,Normal,zR-11190,Théophile Thierry,Entreprise,Joubert,Bretagne,France,Centre,MOB-PA-10258328,Mobilier,Papier,Demeurer comment,391.66,2,0.0,54.81
307,FR-20240125-2643,2024-01-25,2024-01-28,Normal,aZ-19374,Laurent-Daniel Aubry,Entreprise,Humbert,Mayotte,France,Centre,MOB-ST-17406917,Mobilier,Stockage,Et occuper,652.07,4,0.0,-23.38
308,FR-20240904-3227,2024-09-04,2024-09-10,Normal,Un-18081,Thomas Grenier-Gaillard,Grand public,Saint Aurélieboeuf,Corse,France,Nord,MOB-PA-34592769,Mobilier,Papier,Devoir vaste,47.08,3,0.0,21.93
309,FR-20250614-9738,2025-06-14,2025-06-18,Normal,kN-13847,Lucas Royer,Grand public,Sainte Stéphane,Haute-Normandie,France,Centre,FOU-ME-21895020,Fournitures de bureau,Meubles,Poursuivre peser,657.81,8,0.1,289.52
310,FR-20250621-3328,2025-06-21,2025-06-25,Silver,Ok-10253,Josette Lejeune Le Valentin,Petite et moyenne entreprise,Saint Marine,Saint-Barthélémy,France,Centre,MOB-ME-53914872,Mobilier,Meubles,Forcer beau,390.8,3,0.0,56.24
311,FR-20250730-9682,2025-07-30,2025-08-06,Normal,HV-11830,Pierre Dumont,Entreprise,Saint Gilbert,Auvergne,France,Nord,FOU-PA-60712858,Fournitures de bureau,Papier,Considérer courage,922.01,7,0.4,-37.85
312,FR-20240429-3498,2024-04-29,2024-05-05,Silver,TO-15175,Marc Alves,Petite et moyenne entreprise,Delahaye,Haute-Normandie,France,Centre,MOB-BI-32638434,Mobilier,Bibliothèques,Apparence condition,183.94,2,0.4,-18.67
313,FR-20250119-1322,2025-01-19,2025-01-24,Silver,WL-10544,Timothée Thibault Le Clerc,Petite et moyenne entreprise,Lefort-les-Bains,Saint-Martin,France,Centre,FOU-AR-79697584,Fournitures de bureau,Art,Arrivée vivant,596.45,3,0.1,267.87
314,FR-20240110-2662,2024-01-10,2024-01-14,Normal,ag-11437,Alphonse Renaud Le Moreau,Petite et moyenne entreprise,Parent,Picardie,France,Nord,MOB-AR-58241773,Mobilier,Art,Non oublier,188.35,9,0.4,-22.19
315,FR-20250908-2904,2025-09-08,2025-09-10,Silver,yi-10308,Claude Philippe,Grand public,Thomas-sur-Garnier,Polynésie française,France,Centre,FOU-ME-51722839,Fournitures de bureau,Meubles,Blanc danser,222.67,5,0.1,-62.03
316,FR-20250513-2430,2025-05-13,2025-05-19,Premium,pU-15776,Julien Munoz,Entreprise,Parent,Midi-Pyrénées,France,Centre,FOU-ST-21987499,Fournitures de bureau,Stockage,Inconnu main,302.9,7,0.1,-35.64
317,FR-20251001-3969,2025-10-01,2025-10-04,Silver,uk-15227,Antoine Renault,Petite et moyenne entreprise,JacquetVille,Auvergne,France,Nord,FOU-AR-10084128,Fournitures de bureau,Art,Juste nouveau,799.4,9,0.0,-52.83
318,FR-20240508-7914,2024-05-08,2024-05-14,Normal,Tp-13239,Capucine Clément,Grand public,Gilbertnec,Nord-Pas-de-Calais,France,Centre,MOB-PA-46105152,Mobilier,Papier,Combat quel,945.25,2,0.1,-362.24
319,FR-20250831-6902,2025-08-31,2025-09-04,Silver,XQ-11943,Gilbert De Sousa,Petite et moyenne entreprise,RuizBourg,Wallis-et-Futuna,France,Centre,FOU-BI-33273211,Fournitures de bureau,Bibliothèques,Raconter partager,167.89,4,0.4,39.91
320,FR-20250713-7710,2025-07-13,2025-07-18,Normal,pi-15816,Maryse Sauvage,Petite et moyenne entreprise,Vaillant-sur-Mer,Saint-Barthélémy,France,Centre,MOB-BI-48435596,Mobilier,Bibliothèques,Ministre lueur,518.54,10,0.4,-137.28
321,FR-20250918-9318,2025-09-18,2025-09-23,Premium,TI-10512,Pierre Carre,Entreprise,Marie,Basse-Normandie,France,Nord,FOU-PA-48114867,Fournitures de bureau,Papier,Derrière parole,685.99,10,0.4,-5.34
322,FR-20250523-5258,2025-05-23,2025-05-25,Premium,ip-19066,Bernard Da Silva,Entreprise,Nguyendan,Corse,France,Nord,FOU-ST-32149400,Fournitures de bureau,Stockage,Brûler sonner,86.64,9,0.0,20.9
323,FR-20250521-2598,2025-05-21,2025-05-27,Normal,EB-19720,Maggie Masson du Lelièvre,Petite et moyenne entreprise,Rochedan,Haute-Normandie,France,Centre,MOB-PA-46274443,Mobilier,Papier,Rocher page,976.29,4,0.0,-264.46
324,FR-20250107-4864,2025-01-07,2025-01-11,Premium,lP-17083,Anouk Roy,Entreprise,Saint Aimée,Corse,France,Nord,MOB-ME-38519989,Mobilier,Meubles,Devoir rapporter,242.28,5,0.0,76.11
325,FR-20250115-3571,2025-01-15,2025-01-18,Silver,ij-19639,Renée Maury,Entreprise,Lefebvre,Aquitaine,France,Nord,MOB-PA-61226504,Mobilier,Papier,Fort naître,794.23,4,0.4,-237.48
326,FR-20250410-4491,2025-04-10,2025-04-12,Premium,iH-17763,Manon Tanguy,Grand public,Dufour-la-Forêt,Picardie,France,Centre,FOU-AR-86799190,Fournitures de bureau,Art,Défendre fil,757.25,7,0.1,-127.08
327,FR-20240101-4597,2024-01-01,2024-01-06,Silver,BG-15347,Adèle Renard,Entreprise,LopesVille,Saint-Martin,France,Centre,FOU-ME-79699436,Fournitures de bureau,Meubles,Charge tant,509.87,4,0.0,78.03
328,FR-20250819-4021,2025-08-19,2025-08-21,Premium,pL-13339,Valentine-Nath Dupuis,Entreprise,Guillou-la-Forêt,Saint-Martin,France,Centre,MOB-ST-85939112,Mobilier,Stockage,Révéler entrée,581.72,4,0.1,-180.33
329,FR-20241016-6727,2024-10-16,2024-10-21,Silver,BD-17093,Dominique-Anouk Bègue,Grand public,Sainte Camille,Nord-Pas-de-Calais,France,Centre,MOB-BI-93985139,Mobilier,Bibliothèques,Suffire allumer,583.2,7,0.1,171.22
330,FR-20251125-5107,2025-11-25,2025-11-29,Premium,GU-12967,Raymond Hervé,Petite et moyenne entreprise,Legros-sur-Delmas,Guadeloupe,France,Centre,MOB-PA-84608339,Mobilier,Papier,Anglais apparaître,673.83,3,0.0,54.76
331,FR-20250318-6844,2025-03-18,2025-03-22,Normal,TF-13634,Marguerite-Christine Briand,Entreprise,TecherVille,Saint-Pierre-et-Miquelon,France,Centre,FOU-PA-39283630,Fournitures de bureau,Papier,Barbe remplir,247.24,8,0.1,-12.62
332,FR-20250518-2936,2025-05-18,2025-05-23,Premium,dd-16005,Roger Raynaud-Grégoire,Petite et moyenne entreprise,Leclercq,Saint-Barthélémy,France,Centre,MOB-ST-66872863,Mobilier,Stockage,Haut oh,505.92,5,0.4,64.24
333,FR-20250212-3329,2025-02-12,2025-02-19,Silver,Pq-10035,Valérie-Margaud Leduc,Grand public,Blanc,Poitou-Charentes,France,Centre,FOU-PA-31824121,Fournitures de bureau,Papier,Part chambre,58.56,9,0.0,3.14
334,FR-20240514-1346,2024-05-14,2024-05-18,Silver,tO-13359,Henri Rodrigues,Entreprise,Marchand,Champagne-Ardenne,France,Centre,FOU-BI-14309571,Fournitures de bureau,Bibliothèques,Eh nul,118.0,3,0.4,-5.82
335,FR-20251026-4024,2025-10-26,2025-11-02,Silver,Au-18119,Sophie Guyon,Grand public,Rivièrenec,Pays-de-Loire,France,Nord,FOU-ME-22199880,Fournitures de bureau,Meubles,Instant compagnon,980.19,7,0.0,-236.89
